섹터A,섹터B,종목코드,종목명,시장구분,기존최고가달성일,기존최고가,당일최고가,당일최저가,당일종가,3개월 종가 상승률,1주 종가 상승률,대비,등락률,종료일 거래량,종료일 거래금액(백만원),종료일 시가총액(억원)
건설 및 엔지니어링,52201020,HTN,Hung Thinh Incons JSC,hose,2026-08-12,"7,850","8,210","8,010","8,150",+9.69%,+9.25%,370,4.76,"336,805","2,744",N/A
건설 자재 및 비품,53203020,NAV,Namviet JSC,hose,2026-08-10,"16,100","16,100","16,100","16,100",+6.65%,+6.62%,0,0.0,300,4,N/A
다각적 산업용 제품 도매,52202010,PIT,Petrolimex International Trading JSC,hose,2026-07-30,"8,080","8,080","8,000","8,080",+12.07%,+15.43%,80,1.0,715,5,N/A
민자 발전 사업,59101020,TMP,Thac Mo Hydropower JSC,hose,2026-08-06,"49,800","49,900","49,700","49,900",+6.74%,+0.60%,200,0.4,"1,317",65,N/A
"배달, 우편, 항공 화물 및 육상 물류",52405010,ASG,ASG Corp,hose,2026-06-03,"16,950","17,000","16,950","17,000",+3.03%,+0.89%,50,0.29,"1,500,301","25,505",N/A
산업용 기계 및 장비,52102010,SBG,Siba High-Tech Mechanical Group JSC,hose,2026-06-25,"12,550","13,000","12,650","12,700",+22.41%,+4.53%,250,2.01,"176,556","2,242",N/A
식품 가공,54102020,SBT,Thanh Thanh Cong Bien Hoa JSC,hose,2026-08-13,"23,000","23,800","23,300","23,700",+12.06%,+11.53%,700,3.04,"1,239,218","29,369",N/A
식품 가공,54102020,VNM,Vietnam Dairy Products JSC,hose,2026-08-10,"62,100","62,600","61,800","62,100",+7.79%,+0.00%,500,0.81,"2,350,137","145,943",N/A
양조업,54101010,SMB,Sai Gon Mien Trung Beer JSC,hose,2026-08-07,"39,150","39,600","39,200","39,600",+3.28%,+1.54%,600,1.54,"15,939",631,N/A
어업 및 농업,54102010,BAF,BAF Viet Nam Agriculture JSC,hose,2026-08-04,"31,550","31,950","31,500","31,750",+11.03%,+3.42%,250,0.79,"2,874,386","91,261",N/A
"오일, 가스 정제 및 마케팅",50102030,CMV,Camau Trading JSC,hose,2026-07-02,"8,300","9,100","8,630","9,100",+15.19%,+22.15%,"1,140",14.32,"7,388",67,N/A
용기(종이 제외) 및 포장재,51302010,TDP,Thuan Duc JSC,hose,2026-08-13,"30,100","32,000","30,300","31,300",+6.46%,+9.82%,"1,400",4.68,"291,994","9,139",N/A
은행,55101010,STB,Saigon Treasure Commercial Joint Stock Bank,hose,2026-06-29,"74,900","76,000","73,700","75,200",+5.62%,+0.80%,"2,900",4.01,"7,999,885","601,591",N/A
"자동차 차량, 부품 및 서비스 소매",53403010,CTF,City Auto Corp,hose,2026-08-12,"20,750","20,900","20,800","20,900",+15.15%,+3.47%,150,0.72,"323,942","6,770",N/A
