섹터A,섹터B,종목코드,종목명,시장구분,기존최고가달성일,기존최고가,당일최고가,당일최저가,당일종가,3개월 종가 상승률,1주 종가 상승률,대비,등락률,종료일 거래량,종료일 거래금액(백만원),종료일 시가총액(억원)
IT 서비스 및 컨설팅,57201010,GREEL,Vulcan Infrastructure and Power 8 50 Senior Notes due 2026,nasdaq,2026-07-22,24.75,24.90,24.70,24.80,+20.86%,+3.55%,0.05,0.2,"7,451",0.18,N/A
경영 지원 서비스,52203040,ZTG,Zenta Group Co Ltd,nasdaq,2026-07-21,3.28,3.50,3.20,3.50,+65.09%,+16.28%,0.23,7.03,"23,469",0.08,N/A
기타 전문 소매,53403090,CGTL,Creative Global Technology Holdings Ltd,nasdaq,2026-07-16,4.67,5.00,4.45,4.78,+308.12%,+9.77%,0.18,3.8,"16,397",0.08,N/A
반도체,57101010,NVEC,NVE Corp,nasdaq,2026-06-12,116.92,134.93,106.38,134.21,+65.17%,+51.62%,47.53,54.83,"812,262",109.01,N/A
"배달, 우편, 항공 화물 및 육상 물류",52405010,ETS,Elite Express Holding Inc,nasdaq,2026-07-20,0.99,1.05,0.89,1.04,+81.50%,+14.92%,0.14,16.2,"328,769",0.34,N/A
복합부동산 REITs,60102010,GOODO,Gladstone Commercial 6 00 Cum Red Prf Shs Series G,nasdaq,2026-07-21,20.51,20.59,20.49,20.58,+5.03%,+1.68%,0.08,0.4,"6,911",0.14,N/A
산업용 기계 및 장비,52102010,ELSE,Electro-Sensors Inc,nasdaq,2026-07-21,7.72,7.72,7.71,7.72,+1.31%,+0.13%,0.00,0.0,"4,924",0.04,N/A
생명 공학 및 의학 연구,56202010,AGEN,Agenus Inc,nasdaq,2026-07-13,6.12,6.22,5.46,6.19,+58.72%,+23.55%,0.66,11.93,"2,320,002",14.36,N/A
생명 공학 및 의학 연구,56202010,ANIX,Anixa Biosciences Inc,nasdaq,2026-07-21,3.56,3.83,3.47,3.75,+22.95%,+7.14%,0.23,6.53,"320,540",1.20,N/A
생명 공학 및 의학 연구,56202010,AZTA,Azenta  Inc,nasdaq,2026-07-22,27.16,28.34,27.20,28.30,+9.22%,+5.95%,1.14,4.2,"607,300",17.19,N/A
생명 공학 및 의학 연구,56202010,ENTX,Entera Bio Ltd,nasdaq,2026-07-22,2.03,2.18,1.99,2.13,+90.18%,+19.66%,0.10,4.93,"287,061",0.61,N/A
생명 공학 및 의학 연구,56202010,FBRX,Forte Biosciences Inc,nasdaq,2026-07-22,56.63,62.46,54.26,59.70,+117.49%,+35.22%,3.07,5.42,"751,916",44.89,N/A
생명 공학 및 의학 연구,56202010,FTRE,Fortrea Holdings Inc,nasdaq,2026-07-22,18.49,20.19,19.01,19.50,+98.98%,+8.88%,1.01,5.46,"1,705,157",33.25,N/A
생명 공학 및 의학 연구,56202010,IKT,Inhibikase Therapeutics Inc,nasdaq,2026-07-20,2.23,2.34,2.12,2.33,+23.94%,+13.11%,0.16,7.37,"1,346,978",3.14,N/A
생명 공학 및 의학 연구,56202010,INM,InMed Pharmaceuticals Inc,nasdaq,2026-05-21,1.73,1.95,1.60,1.85,+139.95%,+16.35%,0.19,11.45,"1,308,600",2.42,N/A
생명 공학 및 의학 연구,56202010,MEDP,Medpace Holdings Inc,nasdaq,2026-07-06,565.09,677.90,592.65,605.82,+47.57%,+14.47%,77.70,14.71,"1,177,126",713.13,N/A
생명 공학 및 의학 연구,56202010,MENS,Jyong Biotech Ltd,nasdaq,2026-07-22,2.64,2.72,2.55,2.71,+23.74%,+18.34%,0.07,2.65,"76,410",0.21,N/A
생명 공학 및 의학 연구,56202010,ONC,BeOne Medicines AG ADR,nasdaq,2026-07-22,319.93,330.44,317.12,326.77,+8.63%,+4.98%,6.84,2.14,"546,433",178.56,N/A
생명 공학 및 의학 연구,56202010,RZLT,Rezolute Inc,nasdaq,2026-06-30,5.20,5.39,4.91,5.31,+71.29%,+12.03%,0.31,6.2,"2,162,798",11.48,N/A
생명 공학 및 의학 연구,56202010,VSTM,Verastem Inc,nasdaq,2026-05-06,6.01,6.30,5.75,6.18,+4.57%,+7.85%,0.29,4.92,"2,191,375",13.54,N/A
생명 공학 및 의학 연구,56202010,VYNE,Vyne Therapeutics Inc,nasdaq,2026-07-22,0.90,0.94,0.82,0.92,+43.16%,+21.98%,0.03,2.83,"967,159",0.89,N/A
소비자 대출,55101030,ATLCP,Atlanticus Holdings 7.625 Cumulative Perpetual Pref Shs Series B,nasdaq,2026-07-02,24.49,24.49,24.40,24.49,+5.51%,+0.74%,0.12,0.49,"1,800",0.04,N/A
