섹터A,섹터B,종목코드,종목명,시장구분,기존최고가달성일,기존최고가,당일최고가,당일최저가,당일종가,3개월 종가 상승률,1주 종가 상승률,대비,등락률,종료일 거래량,종료일 거래금액(백만원),종료일 시가총액(억원)
IT 서비스 및 컨설팅,57201010,000948,Yunnan Nantian Electronics Information Co Ltd Class A,szse,2026-05-08,15.47,16.13,14.60,15.78,+4.02%,+24.25%,0.40,2.6,"56,001,686",883,N/A
IT 서비스 및 컨설팅,57201010,002232,Qiming Information Technology Co Ltd Class A,szse,2026-07-29,6.40,6.68,6.37,6.43,+6.41%,+9.35%,0.03,0.47,"3,130,144",20,N/A
IT 서비스 및 컨설팅,57201010,300663,Client Service International Inc Class A,szse,2026-05-08,10.08,11.18,8.97,10.62,+3.51%,+46.08%,1.30,13.95,"123,142,948","1,307",N/A
가정용 전자 제품,57106030,001308,Shenzhen KTC Technology Co Ltd Class A,szse,2026-07-29,39.46,39.64,38.80,39.50,+19.70%,+0.71%,0.04,0.1,"3,315,588",130,N/A
경영 지원 서비스,52203040,300688,Dark Horse Technology Group Co Ltd Class A,szse,2026-07-30,30.64,34.18,29.69,32.18,+21.89%,+28.57%,1.54,5.03,"30,920,958",995,N/A
경영 지원 서비스,52203040,300795,Zhejiang Meorient Commerce & Exhibition Inc Class A,szse,2026-07-22,14.34,16.44,13,16.44,+49.86%,+48.51%,2.74,20.0,"58,558,013",962,N/A
광고 및 마케팅,53302010,002654,Shenzhen Mason Technologies Co Ltd Class A,szse,2026-07-30,406,407,404,406,+2.53%,+1.50%,0,0.0,"4,300",1,N/A
민자 발전 사업,59101020,002479,Zhejiang Fuchunjiang Environmental Thermoelectric Co Ltd Class A,szse,2026-05-22,243,243,237,243,+2.97%,+1.25%,4,1.67,"72,100",17,N/A
반도체,57101010,002436,Shenzhen Fastprint Circuit Tech Co Ltd Class A,szse,2026-07-14,624,651,625,636,+27.33%,+6.89%,16,2.58,"42,500",27,N/A
반도체,57101010,002449,Foshan Nationstar Optoelectronics Co Ltd Class A,szse,2026-07-30,"1,096","1,098","1,090","1,096",+2.43%,+1.58%,0,0.0,"2,700",2,N/A
"부동산 임대, 개발 및 운영",60101010,000002,China Vanke Co Ltd Class A,szse,2026-07-29,78,78.45,77.70,78.20,+4.73%,+1.03%,0.20,0.26,"4,276,387",334,N/A
"부동산 임대, 개발 및 운영",60101010,000838,CASIN Real Estate Development Group Co Ltd Class A,szse,2026-07-27,2.46,2.50,2.26,2.50,+28.87%,+3.73%,0.23,10.13,"49,367,981",123,N/A
"부동산 임대, 개발 및 운영",60101010,000656,Jinke Property Group Co Ltd Class A,szse,2026-07-29,4.44,4.85,4.46,4.79,+15.42%,+13.24%,0.35,7.88,"28,006,657",134,N/A
산업용 기계 및 장비,52102010,002698,Harbin Boshi Automation Co Ltd Class A,szse,2026-07-29,34.46,35.22,33.64,34.56,+22.90%,+7.66%,0.10,0.29,"1,211,446",41,N/A
산업용 기계 및 장비,52102010,002122,HuiZhou Intelligence Technology Group Co Ltd Class A,szse,2026-07-24,"1,399","1,401","1,396","1,401",+11.90%,+0.14%,5,0.36,"1,400",1,N/A
상품 화학,51101010,002805,Shandong Fengyuan Chemical Co Ltd Class A,szse,2026-07-24,"6,300","6,870","5,760","6,600",+45.05%,+4.76%,730,12.44,"133,200",879,N/A
소프트웨어,57201020,300996,Pansoft Co Ltd Class A,szse,2026-07-30,15.52,18.62,15.28,18.62,+42.35%,+44.01%,3.10,19.97,"68,791,891","1,280",N/A
식품 가공,54102020,000019,Shenzhen Cereals Holdings Co Ltd Class A,szse,2026-07-29,98.50,100,97.25,99.10,+14.63%,+6.27%,0.60,0.61,"921,020",91,N/A
식품 가공,54102020,002507,Chongqing Fuling Zhacai Group Co Ltd Class A,szse,2026-07-29,43.82,44.32,42.28,44.30,+17.52%,+10.81%,0.48,1.1,"1,210,400",53,N/A
식품 가공,54102020,002515,Jinzi Ham Co Ltd Class A,szse,2026-07-28,1.96,2.25,1.85,2.14,+65.89%,+82.91%,0.21,10.88,"1,386,000",2,N/A
어업 및 농업,54102010,002311,Guangdong Haid Group Co Ltd Class A,szse,2026-07-30,49.25,49.58,47.70,49.46,+5.19%,+2.49%,0.21,0.43,"12,805,864",633,N/A
은행,55101010,000001,Ping An Bank Co Ltd Class A,szse,2026-07-30,11.61,11.63,11.28,11.63,+5.75%,+4.77%,0.02,0.17,"202,497,895","2,355",N/A
은행,55101010,000001,Ping An Bank Co Ltd Class A,szse,2026-07-23,72.85,73.20,71.65,72.95,+14.31%,+0.14%,0.40,0.55,"9,409,653",686,N/A
은행,55101010,002807,Jiangsu Jiangyin Rural Commercial Bank Co Ltd Class A,szse,2026-07-30,4.12,4.15,4.04,4.15,+3.90%,+5.87%,0.03,0.73,"55,510,204",230,N/A
의류 및 액세서리,53202020,002345,Guangdong CHJ Industry Co Ltd Class A,szse,2026-07-30,10.70,10.95,10.49,10.89,+7.96%,+10.22%,0.19,1.78,"25,166,579",274,N/A
의류 및 액세서리,53202020,002832,BIEM.L.FDLKK Garment Co Ltd Class A,szse,2026-07-30,25.80,26.28,23.79,25.99,+34.71%,+13.94%,0.19,0.74,"23,076,575",599,N/A
의류 및 액세서리,53202020,002721,Beijing Kingee Culture Development Co Ltd Class A,szse,2026-07-30,148,157,147,152,+35.71%,+10.95%,4,2.7,"554,800",84,N/A
"자동차, 트럭 및 오토바이 부품",53101020,002328,Shanghai Xinpeng Industry Co Ltd Class A,szse,2026-07-29,16.69,16.88,16.58,16.80,+23.69%,+11.70%,0.11,0.66,"43,793,087",735,N/A
전력 유틸리티,59101010,000027,Shenzhen Energy Group Co Ltd Class A,szse,2026-07-29,34.34,34.54,33.80,34.38,+9.40%,+7.71%,0.04,0.12,"15,536,096",534,N/A
전문 및 비즈니스 교육,63103010,003032,Jiangsu Chuanzhiboke Education Technology Co Ltd Class A,szse,2026-07-30,8.01,8.81,7.88,8.81,+32.68%,+61.06%,0.80,9.99,"41,317,301",364,N/A
전자 장비 및 부품,57104010,002179,Jonhon Optronic Technology Co Ltd Class A,szse,2026-05-21,813,819,812,819,+7.48%,+3.41%,8,0.99,"1,800",1,N/A
전자 장비 및 부품,57104010,002937,Ningbo Sunrise Elc Technology Co Ltd Class A,szse,2026-05-21,"1,725","1,734","1,725","1,734",+4.71%,+1.11%,12,0.7,"2,700",4,N/A
제약,56201040,000538,Yunnan Baiyao Group Co Ltd Class A,szse,2026-07-30,52.75,52.85,51.90,52.86,+0.40%,+3.65%,0.11,0.21,"11,147,510",589,N/A
제약,56201040,002262,Jiangsu Nhwa Pharmaceutical Co Ltd Class A,szse,2026-07-30,22.08,22.20,21.64,22.10,+1.14%,+5.79%,0.02,0.09,"13,484,882",298,N/A
제약,56201040,002737,Sunflower Pharmaceutical Group Co Ltd Class A,szse,2026-06-25,"18,610","21,150","21,150","21,150",+40.35%,+28.03%,"4,000",23.32,"12,100",255,N/A
종이 포장재,51302020,002831,ShenZhen YUTO Packaging Technology Co Ltd Class A,szse,2026-07-29,"3,675","3,680","3,620","3,680",+7.13%,+1.66%,45,1.24,"1,200",4,N/A
중장비 및 차량,52102020,000528,Guangxi Liugong Machinery Co Ltd Class A,szse,2026-07-22,1.20,1.29,1.21,1.26,+10.83%,+5.00%,0.10,8.62,"602,000",0,N/A
중전기장비,52102040,001288,Sichuan Zigong Conveying Machine Group Co Ltd Class A,szse,2026-07-29,6.32,6.52,6.30,6.51,+9.60%,+11.28%,0.19,3.01,"143,147,084",931,N/A
증류주 및 포도주,54101020,002568,Shanghai Bairun Investment Holding Group Co Ltd Class A,szse,2026-06-12,20.36,20.68,19.09,20.60,+12.30%,+16.98%,0.83,4.2,"32,432,640",668,N/A
채굴 지원 서비스 및 장비,51201070,002827,Xizang GaoZheng Explosive Co Ltd Class A,szse,2026-05-08,33.04,34.60,33.66,34.60,+14.53%,+44.29%,3.15,10.02,"22,027,778",762,N/A
컴퓨터 하드웨어,57106010,001339,Jwipc Technology Co Ltd Class A,szse,2026-05-12,5.49,5.53,5.39,5.53,+8.19%,+3.36%,0.12,2.22,"37,443,568",207,N/A
타이어 및 고무 제품,53101030,002224,Sanlux Co Ltd Class A,szse,2026-07-21,"3,690","3,690","3,680","3,690",+3.07%,+0.00%,10,0.27,500,1,N/A
통신 및 네트워킹,57102010,002415,Hangzhou Hikvision Digital Technology Co Ltd Class A,szse,2026-07-27,36.99,38,35.56,37.65,+6.87%,+6.09%,2.03,5.7,"171,557,416","6,459",N/A
통신 및 네트워킹,57102010,002415,Hangzhou Hikvision Digital Technology Co Ltd Class A,szse,2026-06-19,"1,615","1,632","1,585","1,630",+4.62%,+5.16%,32,2.0,"18,900",30,N/A
투자 은행 및 중개 서비스,55102010,002926,Huaxi Securities Co Ltd Class A,szse,2026-07-30,120,125,120,121,+21.00%,+12.04%,1,0.83,"272,800",33,N/A
