섹터A,섹터B,종목코드,종목명,시장구분,기존최고가달성일,기존최고가,당일최고가,당일최저가,당일종가,3개월 종가 상승률,1주 종가 상승률,대비,등락률,종료일 거래량,종료일 거래금액(백만원),종료일 시가총액(억원)
IT 서비스 및 컨설팅,57201010,FFIV,F5 Inc,nasdaq,2026-07-09,430.32,432.74,425.82,430.39,+45.80%,+5.45%,0.07,0.02,"351,871",151.44,N/A
가정용 제품,54201010,WDFC,WD-40 Co,nasdaq,2026-07-07,249.65,298.90,261.49,264.91,+30.02%,+7.76%,25.49,10.65,"1,165,340",308.71,N/A
개인 서비스,54201030,DRVN,Driven Brands Holdings Inc,nasdaq,2026-07-09,15.29,15.80,15.26,15.50,+16.28%,+7.12%,0.21,1.37,"802,936",12.45,N/A
경영 지원 서비스,52203040,PAYS,Paysign Inc,nasdaq,2026-07-09,8.78,9.10,8.65,9.06,+58.39%,+9.69%,0.28,3.19,"400,875",3.63,N/A
경영 지원 서비스,52203040,RGP,Resources Connection Inc,nasdaq,2026-06-10,4.71,4.86,4.64,4.72,+27.20%,+2.16%,0.03,0.64,"619,148",2.92,N/A
고용 서비스,52203030,CCRN,Cross Country Healthcare Inc,nasdaq,2026-06-26,13.22,13.23,13.21,13.22,+35.31%,+0.15%,0.01,0.08,"569,010",7.52,N/A
고용 서비스,52203030,KELYA,Kelly Services Inc Class A,nasdaq,2026-07-07,13.51,13.63,13.48,13.55,+48.93%,+3.59%,0.11,0.82,"188,882",2.56,N/A
고용 서비스,52203030,KELYB,Kelly Services Inc Class B,nasdaq,2026-07-07,23.61,23.95,23.95,23.95,+51.53%,+8.86%,1.07,4.68,554,0.01,N/A
광고 및 마케팅,53302010,FORR,Forrester Research Inc,nasdaq,2026-07-09,9.69,10.00,9.69,10.00,+74.83%,+5.82%,0.31,3.2,"64,556",0.65,N/A
광고 및 마케팅,53302010,NEXN,Nexxen International Ltd,nasdaq,2026-07-09,9.62,9.81,9.54,9.65,+36.95%,+1.10%,0.03,0.36,"429,571",4.15,N/A
광고 및 마케팅,53302010,SGRP,SPAR Group Inc,nasdaq,2026-07-09,0.86,0.89,0.85,0.87,+47.46%,+3.57%,0.01,1.16,"30,322",0.03,N/A
광고 및 마케팅,53302010,STFS,Star Fashion Culture Holdings Ltd,nasdaq,2026-07-09,16.71,20.00,14.56,18.29,+354.98%,+21.93%,1.58,9.46,"84,941",1.55,N/A
광고 및 마케팅,53302010,STGW,Stagwell Inc,nasdaq,2026-07-09,7.75,7.89,7.66,7.81,+19.05%,+5.54%,0.06,0.77,"903,213",7.05,N/A
기업 금융 서비스,55101050,XSLL,Xsolla SPAC 1,nasdaq,2026-07-02,9.94,9.95,9.95,9.95,+1.32%,+0.20%,0.01,0.1,"1,000",0.01,N/A
기타 교육 서비스 제공,63101010,LAUR,Laureate Education Inc,nasdaq,2026-07-09,40.38,40.65,40.12,40.46,+21.90%,+5.92%,0.08,0.2,"594,457",24.05,N/A
기타 교육 서비스 제공,63101010,STRA,Strategic Education Inc,nasdaq,2026-07-07,83.94,84.49,83.31,84.18,+6.87%,+3.95%,0.70,0.84,"156,920",13.21,N/A
기타 전문 소매,53403090,HNST,Honest Company Inc,nasdaq,2026-07-09,3.96,4.09,3.92,4.01,+31.05%,+2.82%,0.05,1.26,"1,461,343",5.86,N/A
레스토랑 및 바,53301020,BJRI,BJ's Restaurants Inc,nasdaq,2026-06-30,60.74,62.68,59.98,62.26,+62.14%,+5.97%,2.03,3.37,"520,066",32.38,N/A
레스토랑 및 바,53301020,CAKE,Cheesecake Factory Inc,nasdaq,2026-06-26,80.38,84.16,78.78,82.76,+35.77%,+4.52%,4.34,5.53,"2,293,430",189.80,N/A
무선 통신 서비스,57401020,TIGO,Millicom International Cellular SA,nasdaq,2026-07-06,94.81,96.99,94.65,96.96,+20.36%,+3.41%,2.53,2.68,"1,062,280",103.00,N/A
반도체 장비 및 테스트,57101020,IMOS,ChipMOS Technologies Inc ADR,nasdaq,2026-07-09,74.37,78.35,75.27,75.79,+87.04%,+18.54%,1.42,1.9,"268,751",20.37,N/A
