섹터A,섹터B,종목코드,종목명,시장구분,기존최고가달성일,기존최고가,당일종가,대비,등락률,종료일 거래량,종료일 거래금액(백만원),종료일 시가총액(억원)
Consumer Staples,Packaged Foods & Meats,HRL,Hormel Foods,s&p500,2026-06-05,23.62,23.64,0.02,0.08,"4,126,119",97.54,N/A
Consumer Staples,Soft Drinks & Non-alcoholic Beverages,KDP,Keurig Dr Pepper,s&p500,2026-06-03,30.55,30.75,0.22,0.72,"8,835,513",271.69,N/A
Financials,Regional Banks,MTB,M&T Bank,s&p500,2026-06-05,222.44,222.63,0.19,0.09,"1,178,333",262.33,N/A
Financials,Regional Banks,RF,Regions Financial Corporation,s&p500,2026-06-05,28.54,28.56,0.02,0.07,"9,245,727",264.06,N/A
Health Care,Health Care Equipment,DXCM,Dexcom,s&p500,2026-06-01,74.87,76.62,3.76,5.16,"7,562,721",579.46,N/A
Health Care,Life Sciences Tools & Services,CRL,Charles River Laboratories,s&p500,2026-06-04,185.79,186.44,5.10,2.81,"761,633",142.00,N/A
Health Care,Managed Health Care,CNC,Centene Corporation,s&p500,2026-06-04,62.70,65.03,2.70,4.33,"7,023,865",456.76,N/A
Health Care,Managed Health Care,ELV,Elevance Health,s&p500,2026-06-05,415.53,418.15,2.62,0.63,"1,782,783",745.47,N/A
Health Care,Managed Health Care,HUM,Humana,s&p500,2026-06-05,350.08,355.98,5.90,1.69,"1,117,694",397.88,N/A
Health Care,Managed Health Care,UNH,UnitedHealth Group,s&p500,2026-05-13,401.16,406.57,7.10,1.78,"6,257,680","2,544.19",N/A
Health Care,Pharmaceuticals,LLY,Lilly (Eli),s&p500,2026-06-05,"1,131.42","1,149.15",17.73,1.57,"4,496,774","5,167.47",N/A
Industrials,Air Freight & Logistics,EXPD,Expeditors International,s&p500,2026-05-27,160.68,163.44,3.00,1.87,"1,887,793",308.54,N/A
Industrials,Cargo Ground Transportation,JBHT,J.B. Hunt,s&p500,2026-06-05,284.95,288.17,3.22,1.13,"1,359,955",391.90,N/A
Industrials,Cargo Ground Transportation,ODFL,Old Dominion,s&p500,2026-06-04,245.52,247.01,4.44,1.83,"1,895,873",468.30,N/A
Industrials,Industrial Machinery & Supplies & Components,GWW,W. W. Grainger,s&p500,2026-06-05,"1,300.01","1,304.57",4.56,0.35,"264,989",345.70,N/A
Industrials,Industrial Machinery & Supplies & Components,IEX,IDEX Corporation,s&p500,2026-05-06,217.42,218.59,3.24,1.5,"611,913",133.76,N/A
Industrials,Rail Transportation,CSX,CSX Corporation,s&p500,2026-05-27,47.00,47.11,0.12,0.26,"9,093,587",428.40,N/A
Real Estate,Multi-Family Residential REITs,CPT,Camden Property Trust,s&p500,2026-06-05,112.60,112.97,0.37,0.33,"1,943,027",219.50,N/A
Real Estate,Office REITs,BXP,"BXP, Inc.",s&p500,2026-06-05,62.33,64.53,2.20,3.53,"2,418,283",156.05,N/A
