섹터A,섹터B,종목코드,종목명,시장구분,기존최고가달성일,기존최고가,당일종가,대비,등락률,종료일 거래량,종료일 거래금액(백만원),종료일 시가총액(억원)
기타 금융업,"지주사업, 경영자문 및 컨설팅",180640,한진칼,kospi,2026-07-02,"131,200","134,000","2,800",2.13,"109,245","14,638","89,461"
기타 화학제품 제조업,"화장품, 의약품",161890,한국콜마,kospi,2026-07-02,"113,700","117,800","4,100",3.61,"678,445","79,920","27,806"
"내화, 비내화 요업제품 제조업",내화 요업제품,462520,조선내화,kospi,2026-06-29,"15,960","15,960",400,2.57,"29,156",465,"1,892"
"내화, 비내화 요업제품 제조업",내화 요업제품,462520,조선내화,kospi,2026-06-29,"15,960","15,960",400,2.57,"29,156",465,"1,892"
생활용품 도매업,"스포츠의류,신발,가방,시계,골프장비,화장품,가죽제품(지갑,키홀더) 도매,수출입",081660,미스토홀딩스,kospi,2026-07-02,"46,400","46,850",450,0.97,"179,284","8,399","24,873"
소프트웨어 개발 및 공급업,게임 소프트웨어,462870,시프트업,kospi,2026-04-27,"34,850","34,950",800,2.34,"126,371","4,416","20,499"
수산물 가공 및 저장 처리업,횟감용 참치 및 기타 일반수산물,014710,사조씨푸드,kospi,2026-07-01,"8,510","8,680",320,3.83,"38,100",330,"1,494"
신탁업 및 집합투자업,,415640,KB발해인프라,kospi,2026-04-28,"10,160","10,400",290,2.87,"218,708","2,274","12,744"
건물 건설업,도급공사,013120,동원개발,kosdaq,2026-04-08,"3,025","3,150",725,29.9,"12,023,186","37,873","2,860"
금융 지원 서비스업,금융 지원 서비스,473050,유안타제15호스팩,kosdaq,2026-06-09,"2,080","2,080",10,0.48,"19,119",39,145
금융 지원 서비스업,기업인수합병,469880,하나30호스팩,kosdaq,2026-06-04,"2,105","2,105",0,0.0,"49,032",103,153
금융 지원 서비스업,합병,0105P0,유진스팩12호,kosdaq,2026-04-07,"2,010","2,010",10,0.5,"5,681",11,113
기타 금속 가공제품 제조업,2차전지 장비 초정밀 부품,148930,에이치와이티씨,kosdaq,2026-04-27,"3,280","3,290",40,1.23,"64,110",210,334
기타 금속 가공제품 제조업,"엔드밀, 탭, 드릴",019210,와이지-원,kosdaq,2026-06-19,"22,600","22,600","1,100",5.12,"1,066,606","24,105","8,405"
상품 중개업,골프시뮬레이터,121440,골프존홀딩스,kosdaq,2026-07-01,"6,640","6,640",10,0.15,"1,665,758","11,060","2,844"
음·식료품 및 담배 도매업,건강보조식품 등,065170,비엘팜텍,kosdaq,2026-07-02,"3,535","4,595","1,060",29.99,"9,513,586","43,714","1,282"
전문디자인업,"캐릭터디자인,캐릭터완구 등",039830,오로라,kosdaq,2026-05-22,"18,910","20,400","2,610",14.67,"289,232","5,900","2,195"
전자부품 제조업,"센서, 캐니스터",311320,지오엘리먼트,kosdaq,2026-07-01,"11,250","11,340","1,020",9.88,"173,596","1,968","1,430"
특수 목적용 기계 제조업,"LED 외관검사장비, 반도체 외관검사장비, 태양전지 외관검사장비등",064290,인텍플러스,kosdaq,2026-07-01,"48,500","51,800","6,000",13.1,"1,072,962","55,579","6,670"
