섹터A,섹터B,종목코드,종목명,시장구분,기존최고가달성일,기존최고가,당일종가,대비,등락률,종료일 거래량,종료일 거래금액(백만원),종료일 시가총액(억원)
Consumer Discretionary,Apparel Retail,TJX,TJX Companies,s&p500,2026-06-09,164.87,167.66,2.79,1.69,"7,038,124","1,180.01",N/A
Consumer Staples,Food Retail,CASY,Casey's,s&p500,2026-05-13,888.36,915.60,154.42,20.29,"2,006,838","1,837.46",N/A
Consumer Staples,Household Products,CHD,Church & Dwight,s&p500,2026-05-27,98.01,98.19,1.16,1.2,"1,239,009",121.66,N/A
Consumer Staples,Household Products,KMB,Kimberly-Clark,s&p500,2026-06-09,100.52,101.58,1.06,1.05,"3,228,437",327.94,N/A
Consumer Staples,Packaged Foods & Meats,CPB,Campbell's Company (The),s&p500,2026-06-09,22.13,22.88,0.75,3.39,"13,879,392",317.56,N/A
Consumer Staples,Packaged Foods & Meats,HRL,Hormel Foods,s&p500,2026-06-09,23.98,24.29,0.31,1.29,"3,125,245",75.91,N/A
Consumer Staples,Packaged Foods & Meats,MDLZ,Mondelez International,s&p500,2026-06-09,62.93,64.18,1.25,1.99,"7,140,843",458.30,N/A
Consumer Staples,Packaged Foods & Meats,SJM,J.M. Smucker Company (The),s&p500,2026-06-09,112.39,117.05,4.66,4.15,"1,913,014",223.92,N/A
Consumer Staples,Personal Care Products,KVUE,Kenvue,s&p500,2026-06-09,17.92,18.05,0.13,0.73,"10,954,166",197.72,N/A
Consumer Staples,Soft Drinks & Non-alcoholic Beverages,KDP,Keurig Dr Pepper,s&p500,2026-06-09,31.48,31.70,0.22,0.7,"14,982,767",474.95,N/A
Consumer Staples,Soft Drinks & Non-alcoholic Beverages,KO,Coca-Cola Company (The),s&p500,2026-05-19,81.92,83.59,2.25,2.77,"20,438,206","1,708.43",N/A
Consumer Staples,Soft Drinks & Non-alcoholic Beverages,MNST,Monster Beverage,s&p500,2026-06-09,90.15,91.21,1.06,1.18,"6,941,177",633.10,N/A
Financials,Diversified Banks,BAC,Bank of America,s&p500,2026-06-09,54.42,54.54,0.12,0.22,"29,917,567","1,631.70",N/A
Financials,Diversified Banks,PNC,PNC Financial Services,s&p500,2026-06-09,232.18,232.64,0.46,0.2,"1,881,675",437.75,N/A
Financials,Insurance Brokers,AON,Aon plc,s&p500,2026-04-16,334.46,336.33,4.74,1.43,"1,498,512",503.99,N/A
Financials,Life & Health Insurance,GL,Globe Life,s&p500,2026-06-09,159.33,162.52,3.19,2.0,"331,173",53.82,N/A
Financials,Life & Health Insurance,MET,MetLife,s&p500,2026-06-09,85.57,86.13,0.56,0.65,"4,188,014",360.71,N/A
Financials,Life & Health Insurance,PFG,Principal Financial Group,s&p500,2026-06-09,106.66,109.21,2.55,2.39,"1,439,636",157.22,N/A
Financials,Life & Health Insurance,PRU,Prudential Financial,s&p500,2026-06-05,104.62,105.17,1.47,1.42,"1,236,770",130.07,N/A
Health Care,Biotechnology,INCY,Incyte,s&p500,2026-06-09,103.23,105.39,2.16,2.09,"2,611,648",275.24,N/A
Health Care,Health Care Distributors,CAH,Cardinal Health,s&p500,2026-03-17,215.84,216.30,3.63,1.71,"3,393,343",733.98,N/A
Health Care,Health Care Equipment,BAX,Baxter International,s&p500,2026-06-09,20.03,20.31,0.28,1.4,"9,860,151",200.26,N/A
Health Care,Managed Health Care,HUM,Humana,s&p500,2026-06-09,363.18,364.46,1.28,0.35,"807,308",294.23,N/A
Industrials,Industrial Conglomerates,MMM,3M,s&p500,2026-06-09,156.39,156.85,0.46,0.29,"7,858,992","1,232.68",N/A
Real Estate,Multi-Family Residential REITs,MAA,Mid-America Apartment Communities,s&p500,2026-06-09,138.91,139.78,0.87,0.63,"854,602",119.46,N/A
Real Estate,Retail REITs,KIM,Kimco Realty,s&p500,2026-06-09,25.19,25.38,0.19,0.75,"6,734,494",170.92,N/A
Real Estate,Retail REITs,SPG,Simon Property Group,s&p500,2026-06-09,211.89,212.82,0.93,0.44,"1,401,553",298.28,N/A
Real Estate,Self-Storage REITs,EXR,Extra Space Storage,s&p500,2026-06-09,148.23,149.60,1.37,0.92,"1,001,903",149.88,N/A
Real Estate,Self-Storage REITs,PSA,Public Storage,s&p500,2026-06-09,322.86,323.87,1.01,0.31,"1,420,508",460.06,N/A
