섹터A,섹터B,종목코드,종목명,시장구분,기존최고가달성일,기존최고가,당일종가,대비,등락률,종료일 거래량,종료일 거래금액(백만원),종료일 시가총액(억원)
Communication Services,Interactive Home Entertainment,EA,Electronic Arts,s&p500,2026-04-06,203.97,204.52,1.00,0.49,"2,896,827",592.46,N/A
Consumer Discretionary,"Apparel, Accessories & Luxury Goods",RL,Ralph Lauren Corporation,s&p500,2026-06-18,413.01,414.25,7.24,1.78,"392,825",162.73,N/A
Consumer Discretionary,Homebuilding,DHI,D. R. Horton,s&p500,2026-04-23,163.72,166.51,10.43,6.68,"2,845,704",473.84,N/A
Consumer Discretionary,Homebuilding,PHM,PulteGroup,s&p500,2026-04-23,130.64,135.71,9.16,7.24,"2,926,787",397.19,N/A
Consumer Discretionary,Homefurnishing Retail,WSM,"Williams-Sonoma, Inc.",s&p500,2026-06-16,227.18,235.66,9.52,4.21,"1,078,567",254.18,N/A
Consumer Discretionary,"Hotels, Resorts & Cruise Lines",ABNB,Airbnb,s&p500,2026-04-22,144.18,144.40,5.55,4.0,"4,014,450",579.69,N/A
Consumer Discretionary,"Hotels, Resorts & Cruise Lines",RCL,Royal Caribbean Group,s&p500,2026-06-15,313.67,320.95,11.42,3.69,"1,920,066",616.25,N/A
Consumer Discretionary,Restaurants,DRI,Darden Restaurants,s&p500,2026-06-18,213.45,213.45,2.86,1.36,"1,919,027",409.62,N/A
Consumer Staples,Consumer Staples Merchandise Retail,DLTR,Dollar Tree,s&p500,2026-05-29,116.44,119.35,5.94,5.24,"2,454,341",292.93,N/A
Consumer Staples,Consumer Staples Merchandise Retail,TGT,Target Corporation,s&p500,2026-06-12,135.23,141.20,7.09,5.29,"5,658,976",799.05,N/A
Consumer Staples,Food Distributors,SYY,Sysco,s&p500,2026-06-15,79.69,80.59,1.31,1.65,"2,670,334",215.20,N/A
Consumer Staples,Household Products,CHD,Church & Dwight,s&p500,2026-06-16,98.42,98.67,2.19,2.27,"1,382,242",136.39,N/A
Consumer Staples,Household Products,CL,Colgate-Palmolive,s&p500,2026-05-28,91.66,91.88,0.45,0.49,"4,535,236",416.70,N/A
Consumer Staples,Household Products,KMB,Kimberly-Clark,s&p500,2026-06-16,104.28,106.73,2.78,2.67,"7,514,019",801.97,N/A
Consumer Staples,Packaged Foods & Meats,HRL,Hormel Foods,s&p500,2026-06-12,24.75,25.55,0.83,3.36,"4,389,374",112.15,N/A
Consumer Staples,Personal Care Products,KVUE,Kenvue,s&p500,2026-06-16,18.43,18.80,0.39,2.12,"43,265,421",813.39,N/A
Consumer Staples,Soft Drinks & Non-alcoholic Beverages,MNST,Monster Beverage,s&p500,2026-06-23,93.69,94.70,1.01,1.08,"4,259,384",403.36,N/A
Financials,Consumer Finance,AXP,American Express,s&p500,2026-06-16,340.74,342.56,4.78,1.42,"2,040,038",698.84,N/A
Financials,Diversified Banks,PNC,PNC Financial Services,s&p500,2026-06-23,238.67,239.92,1.25,0.52,"1,825,869",438.06,N/A
Financials,Diversified Banks,USB,U.S. Bancorp,s&p500,2026-06-23,60.05,60.11,0.06,0.1,"6,839,082",411.10,N/A
Financials,Life & Health Insurance,GL,Globe Life,s&p500,2026-06-23,175.58,175.64,0.06,0.03,"551,577",96.88,N/A
Financials,Property & Casualty Insurance,ALL,Allstate,s&p500,2026-06-23,231.55,233.54,1.99,0.86,"1,444,731",337.40,N/A
Financials,Property & Casualty Insurance,CB,Chubb Limited,s&p500,2026-04-09,332.94,335.15,3.04,0.92,"869,815",291.52,N/A
Financials,Property & Casualty Insurance,CINF,Cincinnati Financial,s&p500,2026-06-23,175.81,178.45,2.64,1.5,"739,087",131.89,N/A
Financials,Property & Casualty Insurance,PGR,Progressive Corporation,s&p500,2026-06-23,215.69,220.50,4.81,2.23,"3,873,130",854.03,N/A
Financials,Property & Casualty Insurance,TRV,Travelers Companies (The),s&p500,2026-06-23,316.96,320.74,3.78,1.19,"1,095,283",351.30,N/A
Financials,Property & Casualty Insurance,WRB,W. R. Berkley Corporation,s&p500,2026-06-23,68.96,70.05,1.09,1.58,"1,775,696",124.39,N/A
Financials,Regional Banks,CFG,Citizens Financial Group,s&p500,2026-06-23,68.99,69.46,0.47,0.68,"3,179,072",220.82,N/A
Financials,Regional Banks,FITB,Fifth Third Bancorp,s&p500,2026-06-12,54.73,54.96,0.29,0.53,"4,627,127",254.31,N/A
Financials,Regional Banks,HBAN,Huntington Bancshares,s&p500,2026-06-12,17.52,17.58,0.18,1.03,"24,677,396",433.83,N/A
Financials,Regional Banks,KEY,KeyCorp,s&p500,2026-06-23,23.02,23.12,0.10,0.43,"9,046,351",209.15,N/A
Financials,Regional Banks,MTB,M&T Bank,s&p500,2026-06-12,231.88,233.26,2.02,0.87,"701,667",163.67,N/A
Financials,Regional Banks,RF,Regions Financial Corporation,s&p500,2026-06-23,29.29,29.49,0.20,0.68,"10,470,971",308.79,N/A
Health Care,Biotechnology,ABBV,AbbVie,s&p500,2026-06-23,234.76,234.89,0.13,0.06,"4,664,389","1,095.62",N/A
Health Care,Biotechnology,VRTX,Vertex Pharmaceuticals,s&p500,2026-06-23,468.42,475.20,6.78,1.45,"1,502,222",713.86,N/A
Health Care,Health Care Distributors,CAH,Cardinal Health,s&p500,2026-06-23,228.91,233.01,4.10,1.79,"1,482,322",345.40,N/A
Health Care,Health Care Distributors,HSIC,Henry Schein,s&p500,2026-06-12,81.25,82.82,2.72,3.4,"1,062,922",88.03,N/A
Health Care,Health Care Equipment,BAX,Baxter International,s&p500,2026-06-12,20.86,21.04,0.94,4.68,"5,012,862",105.47,N/A
Health Care,Health Care Equipment,EW,Edwards Lifesciences,s&p500,2026-06-16,88.58,89.66,2.71,3.12,"3,505,617",314.31,N/A
Health Care,Health Care Equipment,RVTY,Revvity,s&p500,2026-05-29,104.55,105.63,5.73,5.74,"1,298,401",137.15,N/A
