섹터A,섹터B,종목코드,종목명,시장구분,기존최고가달성일,기존최고가,당일종가,대비,등락률,종료일 거래량,종료일 거래금액(백만원),종료일 시가총액(억원)
기타 금융업,지주회사,402340,SK스퀘어,kospi,2026-06-19,"1,780,000","1,940,000","160,000",8.99,"593,166","1,150,742","2,559,992"
기타 금융업,"지주회사, 시스템통합(SI), 정보통신사업 관련 컨설팅,조사용역,정보통신기술 연구개발/정보통신기기,소프트웨어 개발,도매",034730,SK,kospi,2026-06-19,"724,000","727,000","3,000",0.41,"91,602","66,594","527,094"
기타 금융업,"지주회사, 시스템통합(SI), 정보통신사업 관련 컨설팅,조사용역,정보통신기술 연구개발/정보통신기기,소프트웨어 개발,도매",03473K,SK우,kospi,2026-06-19,"440,500","440,500",0,0.0,"1,398",615,"2,493"
기타 전문 도매업,"도소매, 건설, 남자용 정장 제조업 등",02826K,삼성물산우B,kospi,2026-05-11,"265,000","300,500","44,000",17.15,"23,995","7,210","4,410"
반도체 제조업,"반도체,컴퓨터,통신기기 제조,도매",000660,SK하이닉스,kospi,2026-06-19,"2,764,000","2,901,000","137,000",4.96,"2,222,264","6,446,787","20,675,495"
보험업,"손해보험의 원수,재보험,운용자산의 투자활동",000815,삼성화재우,kospi,2026-06-19,"439,000","440,500","1,500",0.34,"6,164","2,715","13,245"
알코올음료 제조업,"주류(소주,매취,실비우스,위스키) 제조,음료 도매",000890,보해양조,kospi,2026-04-16,"2,200","2,765",635,29.81,"11,727,759","32,427",763
전자부품 제조업,"수동소자 (MLCC, Inductor, Chip Resistor 등), 모듈(카메라모듈, 통신모듈), 반도체패키지 기판",009150,삼성전기,kospi,2026-06-19,"2,270,000","2,273,000","3,000",0.13,"463,033","1,052,474","1,697,787"
전자부품 제조업,"수동소자 (MLCC, Inductor, Chip Resistor 등), 모듈(카메라모듈, 통신모듈), 반도체패키지 기판",009155,삼성전기우,kospi,2026-06-19,"809,000","979,000","170,000",21.01,"259,486","254,036","28,459"
전자부품 제조업,"콘덴서용 증착필름,압력분무식 플러스자동도포기 제조,판매",014910,성문전자,kospi,2026-05-14,"3,365","3,395",450,15.28,"7,905,139","26,837",742
"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외","반도체, 디스플레이 제조 장비",281820,케이씨텍,kospi,2026-06-17,"91,600","93,300","8,000",9.38,"132,485","12,360","18,472"
건물 건설업,"건축공사, 토목공사",091590,남화토건,kosdaq,2026-06-19,"5,180","5,240",60,1.16,"1,919,800","10,059",615
광고업,"영상콘텐츠 제작 및 매니지먼트, 광고, 여행",048550,SM C&C,kosdaq,2026-06-19,"1,380","1,451",71,5.14,"1,615,017","2,343","1,403"
금융 지원 서비스업,기업인수목적 주식회사,473950,에스케이증권제13호스팩,kosdaq,2026-06-16,"2,055","2,055",15,0.74,"8,597",17,90
반도체 제조업,"모바일용 LP DDR SDRAM, CRAM, SRAM",080220,제주반도체,kosdaq,2026-05-26,"118,900","128,100","13,800",12.07,"5,185,527","664,266","44,121"
"시멘트, 석회, 플라스터 및 그 제품 제조업","레미콘,전주,고강도파일,흄관",079650,서산,kosdaq,2026-06-18,"4,815","6,250","1,435",29.8,"4,008,580","25,053","1,250"
"시멘트, 석회, 플라스터 및 그 제품 제조업","시멘트, 레미콘",198440,강동씨앤엘,kosdaq,2026-06-19,"2,415","2,655",240,9.94,"16,761,675","44,502","1,617"
알코올음료 제조업,맥주,276730,한울앤제주,kosdaq,2026-06-19,"19,470","21,800","2,330",11.97,"64,676","1,409",498
영상 및 음향기기 제조업,"프로젝터, 전자칠판, 전자교탁 및 관련 영상 소프트웨어, 콘텐츠 등",457600,벡트,kosdaq,2026-04-15,"2,275","2,415",315,15.0,"780,935","1,885",331
의약품 제조업,"매니큐어세트, 손톱깎이",067290,JW신약,kosdaq,2026-06-17,"2,335","2,675",340,14.56,"23,498,097","62,857","1,498"
일반 목적용 기계 제조업,자동차용 여과지,045520,크린앤사이언스,kosdaq,2026-04-21,"3,605","3,955",910,29.89,"413,898","1,636",257
자동차 신품 부품 제조업,자동차 신품 부품,097780,에코볼트,kosdaq,2026-06-16,"1,348","1,351",14,1.05,"36,067",48,274
전자부품 제조업,"센서, 캐니스터",311320,지오엘리먼트,kosdaq,2026-05-13,"10,500","11,300","1,030",10.03,"572,250","6,466","1,425"
특수 목적용 기계 제조업,300mm Poly Etch System,089970,브이엠,kosdaq,2026-06-12,"97,000","99,000","10,600",11.99,"427,868","42,358","24,524"
특수 목적용 기계 제조업,"드라이스트립, 드라이클리닝",319660,피에스케이,kosdaq,2026-06-18,"172,000","185,100","20,100",12.18,"659,265","122,029","53,617"
특수 목적용 기계 제조업,반도체 기판용 광학검사 및 수리장비,420770,기가비스,kosdaq,2026-06-11,"147,600","156,800","17,800",12.81,"139,913","21,938","19,875"
특수 목적용 기계 제조업,비전검사장비,320000,한울반도체,kosdaq,2026-06-19,"17,820","22,450","4,630",25.98,"7,294,551","163,762","1,497"
